DE	EN	LEN	ROW	TIME
	Let's do five...	3	1002	00:35:50b
	$5,000.	1	1003	00:35:52a
	Can we try 8,000, Kevin?	5	1004	00:35:53a
	All right.	2	1005	00:35:53b
	Let's do 10.	3	1006	00:35:55a
	Ten. You want to do that?	6	1007	00:35:56a
	Excellent choice!	2	1008	00:35:57a
	Kevin, let me lock in that trade right now and get back to you in a few minutes with an exact	21	1009	00:36:00a
	confirmation, Kevin.	2	1010	00:36:01a
	And welcome to Stratton Oakmont.	5	1011	00:36:04a
	Thanks, man.	2	1012	00:36:04b
	I'm gonna have a beer.	5	1013	00:36:06a
	This is fun.	3	1014	00:36:07a
	Take it easy, Kev.	4	1015	00:36:09a
	Hey, thanks, Jordan.	3	1016	00:36:09b
	Thanks a...	2	1017	00:36:11a
	Fuck that motherfucker!	3	1018	00:36:13a
	That's what I'm talking about!	5	1019	00:36:19a
	What a fucking idiot.	4	1020	00:36:21a
	The one thing I know about in this world is airlines.	11	1021	00:36:24a
	And Cuchon Airlines is the future of airlines.	8	1022	00:36:27a
	Get in now or...	4	1023	00:36:28a
	I'm Nicky Koskoff...	3	1024	00:36:28b
	Chester Ming...	2	1025	00:36:30a
	...and I'm a Senior Vice President with Stratton Oakmont.	9	1026	00:36:33a
	Judy, I am so, so, so sorry for your loss.	10	1027	00:36:37a
	When did he pass?	4	1028	00:36:38a
	Just say I'm wrong, right.	5	1029	00:36:40a
	And the stock goes down a couple points...	8	1030	00:36:41a
	...and it makes you, in the words of my grandfather,	10	1031	00:36:42a
	God rest his soul, A shit ton of money.	9	1032	00:36:45a
	It's like getting in on fucking sunlight before there was fucking sunlight.	12	1033	00:36:46a
	You understand?	2	1034	00:36:48a
	Can we do 8,000 shares?	5	1035	00:36:50a
	Okay, 25,000.	2	1036	00:36:53a
	That's a very intelligent decision.	5	1037	00:36:55a
	I'm gonna transfer you to my sales associate.	8	1038	00:36:57a
	Rhonda!	1	1039	00:36:59a
	Rhonda!	1	1040	00:36:59b
	...put you through to Andrea.	5	1041	00:37:00a
	Has anybody fucking seen Rhonda?	5	1042	00:37:03a
	Everybody have a good week?	5	1043	00:37:10a
	Yeah!	1	1044	00:37:12a
	The end of the month.	5	1045	00:37:13a
	$28.7 million in gross commissions,	5	1046	00:37:17a
	all from pink sheet stock,	5	1047	00:37:17b
	boys! And to celebrate with our weekly act of debauchery,	10	1048	00:37:25a
	I have offered our lovely sales assistant,	7	1049	00:37:26a
	Danielle Harrison, here, $10,000 to shave her fucking head!	9	1050	00:37:33a
	Yeah! Yeah, you want this?	5	1051	00:37:37a
	You want this?	3	1052	00:37:38a
	Let's scalp her!	3	1053	00:37:38b
	Scalp her!	2	1054	00:37:41a
	Let the scalping begin!	4	1055	00:37:43a
	Scalp!	1	1056	00:37:43b
	Scalp!	1	1057	00:37:43c
	Scalp!	1	1058	00:37:47a
	Scalp!	1	1059	00:37:47b
	Scalp!	1	1060	00:37:47c
	Scalp!	1	1061	00:37:50a
	FYI, boys, Danielle has promised to use this $10,000 for breast implants!	12	1062	00:37:55a
	She's already got C cups, but now she wants fucking double D's!	12	1063	00:37:59a
	Is this a great fucking company or what?	8	1064	00:38:04a
	Is this the greatest company in the world?	8	1065	00:38:10a
	Donnie!	1	1066	00:38:11a
	Blow the roof off this motherfucker!	6	1067	00:38:18a
	Champagne?	1	1068	00:38:49a
	Send in the stripees!	4	1069	00:38:52a
	Mine! Word about us spread throughout Wall Street.	8	1070	00:39:46a
	Even the places I didn't want it to.	8	1071	00:39:57a
	It wasn't long before Forbes magazine,	6	1072	00:40:00a
	the flagship of Wall Street,	5	1073	00:40:00b
	called to do a profile on me.	7	1074	00:40:03a
	Let me ask you, how do you see the future for Stratton Oakmont?	13	1075	00:40:06a
	One word?	2	1076	00:40:09a
	Diversification.	1	1077	00:40:11a
	Sounds good.	2	1078	00:40:11b
	Thank you so much.	4	1079	00:40:11c
	I have more than enough.	5	1080	00:40:13a
	I appreciate your time.	4	1081	00:40:13b
	Fantastic.	1	1082	00:40:14a
	Can we get a quick picture?	6	1083	00:40:15a
	A total fucking hatchet job.	5	1084	00:40:20a
	This conniving little twat!	4	1085	00:40:20b
	Look at this!	3	1086	00:40:22a
	The Wolf of Wall Street they call me.	8	1087	00:40:22b
	Look. Your hair looks good.	5	1088	00:40:26a
	Well, my hair looks good.	5	1089	00:40:26b
	Yeah. Jordan Belfort, sounding like a kind of twisted Robin Hood who takes from the rich and	17	1090	00:40:32a
	gives to himself and his merry little band of brokers.	10	1091	00:40:36a
	Read that.	2	1092	00:40:36b
	Read it.	2	1093	00:40:36c
	Listen.	1	1094	00:40:38a
	There is no such thing as bad publicity, sweetheart.	9	1095	00:40:42a
	Read the article, babe.	4	1096	00:40:43a
	Jordan, you look great!	4	1097	00:40:43b
	You're in a huge magazine.	5	1098	00:40:46a
	Big fucking deal I look great.	6	1099	00:40:47a
	Mr. Belfort!	2	1100	00:40:50a
	Can you look at my resume,	6	1101	00:40:50b
	please?	1	1102	00:40:51a
	Excuse me, excuse me, sir!	5	1103	00:40:55a
	Calm the fuck down!	4	1104	00:40:57a
	What the hell's all this?	5	1105	00:40:58a
	It's the Forbes article.	4	1106	00:40:58b
	They all want to work for you now.	8	1107	00:41:01a
	Hey! What did I say?	5	1108	00:41:02a
	I'm just trying to be nice.	6	1109	00:41:04a
	Hey, you want a job, you talk to me!	9	1110	00:41:07a
	Mr. Belfort!	2	1111	00:41:07b
	Give me one minute.	4	1112	00:41:08a
	Forbes made me a superstar.	5	1113	00:41:12a
	Every day, dozens of money-crazed kids beat a path to my door.	12	1114	00:41:17a
	If we hired 'em, they dropped straight out of college overnight and spent whatever allowance	15	1115	00:41:20a
	they had on a new suit from our Stratton tailor.	10	1116	00:41:25a
	Are you fucking serious right now?	6	1117	00:41:28a
	I mean, we were literally putting clothes on these kids' backs.	11	1118	00:41:31a
	And here comes this jerk-off sniffing around.	7	1119	00:41:34a
	But, you know, every time someone rises up in this world,	11	1120	00:41:37a
	there's always gonna be some asshole trying to drag him down.	11	1121	00:41:42a
	Within months, we doubled in size,	6	1122	00:41:42b
	moved to even bigger offices.	5	1123	00:41:46a
	It was a madhouse.	4	1124	00:41:55a
	A greed-fest, with equal parts cocaine,	6	1125	00:41:56a
	testosterone, and body fluids.	4	1126	00:42:00a
	Yes! It got so bad, I had to declare the office a fuck-free zone between the hours of 9:00 and	20	1127	00:42:06a
	7:00. But I'm telling you,	5	1128	00:42:08a
	even that didn't help.	4	1129	00:42:11a
	Actually, the madness started on our very first day,	9	1130	00:42:14a
	when one of our brokers, Ben Jenner,	7	1131	00:42:16a
	christened the elevator by getting a blowjob from a sales assistant.	11	1132	00:42:19a
	Her name was Pam, and to her credit,	8	1133	00:42:21a
	she did have this amazing technique,	6	1134	00:42:24a
	with this wild twist and jerk motion.	7	1135	00:42:27a
	About a month later, Donnie and I decided to double-team her on a Saturday afternoon while our	17	1136	00:42:32a
	wives were out shopping for Christmas dresses.	7	1137	00:42:34a
	Eventually, Ben married her,	4	1138	00:42:36a
	which was pretty amazing considering she blew every single guy in the office.	13	1139	00:42:41a
	Then he got depressed and killed himself three years later.	10	1140	00:42:44a
	Anyway, I hired my dad, Max,	6	1141	00:42:44b
	to maintain order as the Enforcer.	6	1142	00:42:49a
	Stratton's very own Gestapo.	4	1143	00:42:52a
	We called him Mad Max because of his hair-trigger temper,	10	1144	00:42:55a
	which could be set off by something as innocuous as a ringing telephone.	13	1145	00:42:59a
	Who the fuck has the goddamn gall to call this house on a Tuesday night?	15	1146	00:43:06a
	God damn it!	3	1147	00:43:08a
	You're gonna miss it!	4	1148	00:43:09a
	Oh, please, tell me something I don't know.	8	1149	00:43:11a
	I wait all week for the fucking Equalizer and they have to fucking...	13	1150	00:43:14a
	Hello.	1	1151	00:43:16a
	But as soon as he picked up the phone...	9	1152	00:43:18a
	Gene. How are you, Gene?	5	1153	00:43:19a
	...he'd affect this weird British accent.	6	1154	00:43:21a
	Right-o, Gene, that'd be great.	5	1155	00:43:24a
	Cheerio.	1	1156	00:43:25a
	It was absolutely bizarre.	4	1157	00:43:26a
	The fucking halfwit!	3	1158	00:43:28a
	He'd hang up...	3	1159	00:43:28b
	You missed it!	3	1160	00:43:29a
	...and then he's Mad Max all over again.	8	1161	00:43:31a
	Damn it!	2	1162	00:43:33a
	All right, tell me what happened.	6	1163	00:43:33b
	What happened?	2	1164	00:43:35a
	Well, he discovered it was the mother's sister.	8	1165	00:43:37a
	Who's he?	2	1166	00:43:37b
	Who? Tell me who...	4	1167	00:43:38a
	The main guy.	3	1168	00:43:38b
	You know who the main...	5	1169	00:43:40a
	The main guy...	3	1170	00:43:41a
	It was his mother's sister.	5	1171	00:43:41b
	She showed up dead.	4	1172	00:43:44a
	Of course, Mad Max didn't have to know everything we were doing at Stratton.	14	1173	00:43:49a
	And then there's a big target and we...	8	1174	00:43:51a
	They get launched at the target.	6	1175	00:43:51b
	They stick.	2	1176	00:43:53a
	There's a bull's-eye and the bull's-eye's a dollar sign.	9	1177	00:43:55a
	Whoever gets closer to the dollar sign gets the most points.	11	1178	00:43:58a
	I'm gonna throw the shit out of this little fucking thing.	11	1179	00:43:59a
	So if it gets hurt, what happens?	7	1180	00:44:01a
	Cause we're gonna get fucking nuts.	6	1181	00:44:03a
	I don't think he's gonna get hurt.	7	1182	00:44:03b
	They're like...	2	1183	00:44:04a
	They got like superhuman strength.	5	1184	00:44:06a
	I think he's gonna be fine.	6	1185	00:44:07a
	You can't look him right in the eyes.	8	1186	00:44:09a
	You can't look him in the eye?	7	1187	00:44:10a
	That's a fact.	3	1188	00:44:10b
	I saw it on PBS.	5	1189	00:44:12a
	They get confused and their wires get crossed.	8	1190	00:44:14a
	You gotta look at their chin.	6	1191	00:44:16a
	Like it looks like I'm looking at you but I'm looking at your chin.	14	1192	00:44:18a
	I feel like you're addressing me right now,	8	1193	00:44:19a
	but you're not, are you?	5	1194	00:44:21a
	They're like the Mona Lisa.	5	1195	00:44:21b
	They find eye contact, like,	5	1196	00:44:22a
	wherever you are standing in the room.	7	1197	00:44:24a
	And they lock in.	4	1198	00:44:27a
	No, but there is a limit to what we can do with them?	13	1199	00:44:28a
	We're allowed to throw shit at 'em.	7	1200	00:44:29a
	We're allowed to throw food?	5	1201	00:44:29b
	Bananas.	1	1202	00:44:30a
	Any food.	2	1203	00:44:30b
	Correct.	1	1204	00:44:32a
	But, for example, what I wouldn't do is maybe like tell him to pull his cock out and like get	20	1205	00:44:35a
	some of the girls to, you know,	7	1206	00:44:37a
	fondle him and shit like that.	6	1207	00:44:38a
	That would be...	3	1208	00:44:38b
	That's unacceptable?	2	1209	00:44:39a
	Let's keep that in our back pocket.	7	1210	00:44:40a
	This guy is more about throwing at the dartboard.	9	1211	00:44:42a
	Correct.	1	1212	00:44:42b
	Yes, yes, yes.	3	1213	00:44:43a
	The thing is, this is their gift, okay.	8	1214	00:44:45a
	They're built to be thrown like a lawn dart.	9	1215	00:44:47a
	They're top heavy like a lawn dart.	7	1216	00:44:48a
	So they're built for accuracy.	5	1217	00:44:49a
	Oh, my God.	3	1218	00:44:49b
	Can we bowl with this guy?	6	1219	00:44:51a
	That's his fucking brother, Rob.	5	1220	00:44:52a
	His brother's the bowling ball.	5	1221	00:44:54a
	The brother, you put a skateboard on him,	8	1222	00:44:56a
	you strap him to a skateboard,	6	1223	00:44:57a
	you toss him down an alley at some pins.	9	1224	00:44:59a
	No shit.	2	1225	00:44:59b
	That's interesting.	2	1226	00:44:59c
	Swear to fucking God.	4	1227	00:45:00a
	Can we get that guy?	5	1228	00:45:00b
	Yeah, we'll get that guy, too.	6	1229	00:45:02a
	But it says here this guy will show his cock.	10	1230	00:45:02b
	Yeah.	1	1231	00:45:04a
	Instead of growing up.	4	1232	00:45:04b
	Yeah. He will?	3	1233	00:45:06a
	They are very ornery by the way,	7	1234	00:45:07a
	so you gotta be very careful with these little guys.	10	1235	00:45:09a
	Safety first.	2	1236	00:45:10a
	Safety is first, all right?	5	1237	00:45:11a
	I want somebody with a fucking tranquilizer gun ready to knock this fucker out.	14	1238	00:45:15a
	Do we want to get like a...	7	1239	00:45:15b
	Mace. Taser guns.	3	1240	00:45:17a
	A pellet gun maybe?	4	1241	00:45:18a
	No, a pellet gun is gonna hurt him.	8	1242	00:45:19a
	I just want him out.	5	1243	00:45:19b
	Knocked out cold.	3	1244	00:45:21a
	But I say we stick with the loophole.	8	1245	00:45:21b
	Right?	1	1246	00:45:21c
	Okay? If we don't consider him a human,	8	1247	00:45:25a
	we just consider it an act,	6	1248	00:45:25b
	I think we're in the clear.	6	1249	00:45:27a
	Like	1	1250	00:45:27b
	The Flying Wallendas.	3	1251	00:45:29a
	You know, a lot of those guys died but they never sued anybody.	13	1252	00:45:31a
	The important thing you guys gotta keep in mind is that these things gossip.	14	1253	00:45:34a
	They get together and they gossip.	6	1254	00:45:36a
	That's a good point.	4	1255	00:45:36b
	And the last thing that we need is them getting together and saying,	13	1256	00:45:40a
	Oh, they made fun of us.	6	1257	00:45:41a
	Like, it's gonna make Stratton look bad.	7	1258	00:45:43a
	That's why I love you.	5	1259	00:45:43b
	You think of shit like that.	6	1260	00:45:45a
	When they come in, we treat it just like one of us.	12	1261	00:45:45b
	Okay? One of us.	4	1262	00:45:48a
	Gooble gobble, one of us.	5	1263	00:45:52a
	We accept them, one of us!	6	1264	00:45:53a
	Gooble gobble, one of us.	5	1265	00:45:55a
	We accept them, one of us.	6	1266	00:45:57a
	Gooble gobble, one of us!	5	1267	00:45:58a
	Jordan!	1	1268	00:45:58b
	Your dad's coming.	3	1269	00:45:59a
	Something about the American Express bill.	6	1270	00:46:01a
	Can you get him out of here?	7	1271	00:46:02a
	Yeah. Lick my twat.	4	1272	00:46:03a
	No, I'm serious!	3	1273	00:46:05a
	Fuck. Guys, act like we're working.	6	1274	00:46:07a
	You got any fucking stock forms?	6	1275	00:46:09a
	He's coming, he's coming.	4	1276	00:46:10a
	Make some shit up.	4	1277	00:46:12a
	I think if we short Pfizer...	6	1278	00:46:14a
	$430,000 in one month, Jordy,	5	1279	00:46:14b
	huh? Four hundred and fucking 30,000 fucking dollars in one fucking month!	12	1280	00:46:24a
	Good morning.	2	1281	00:46:24b
	They're business expenses.	3	1282	00:46:24c
	Relax.	1	1283	00:46:26a
	Business expenses?	2	1284	00:46:26b
	Yes. Jordy, look what you got here.	7	1285	00:46:27a
	What? Look at this.	4	1286	00:46:29a
	$26,000 for one fucking dinner!	5	1287	00:46:33a
	Okay. No, no.	3	1288	00:46:33b
	This could be explained.	4	1289	00:46:35a
	Dad, we had clients.	4	1290	00:46:35b
	The Pfizer clients.	3	1291	00:46:38a
	Right.	1	1292	00:46:38b
	The porterhouse from Argentina.	4	1293	00:46:39a
	Expensive champagne and...	3	1294	00:46:39b
	We had to buy champagne.	5	1295	00:46:41a
	And you ordered all the fucking sides.	7	1296	00:46:43a
	Tell him about the sides.	5	1297	00:46:43b
	I ordered sides, so...	4	1298	00:46:45a
	Sides?	1	1299	00:46:45b
	$26,000 worth of sides?	4	1300	00:46:49a
	What are these sides?	4	1301	00:46:49b
	They cure cancer?	3	1302	00:46:51a
	The sides did cure cancer.	5	1303	00:46:51b
	That's the problem.	3	1304	00:46:53a
	That's why they were expensive.	5	1305	00:46:55a
	Shut the fuck up.	4	1306	00:46:55b
	I'm serious.	2	1307	00:46:57a
	Stop. And EJ Entertainment?	4	1308	00:46:59a
	What the fuck is EJ Entertainment?	6	1309	00:47:00a
	Well, that's...	2	1310	00:47:03a
	Yeah, Jordy, what's EJ Entertainment?	5	1311	00:47:04a
	How do I describe this?	5	1312	00:47:06a
	Jord, what is that?	4	1313	00:47:07a
	It's a fucking prostitution ring,	5	1314	00:47:07b
	Jordy!	1	1315	00:47:08a
	I know.	2	1316	00:47:09a
	That's what it is!	4	1317	00:47:09b
	That is what it is.	5	1318	00:47:11a
	Isn't that the perfect description for it?	7	1319	00:47:13a
	That is what it is.	5	1320	00:47:13b
	But none of these were charged to me.	8	1321	00:47:16a
	This is all of them.	5	1322	00:47:17a
	Oh, that was all us?	5	1323	00:47:17b
	It wasn't me though.	4	1324	00:47:19a
	Fucking explain this shit to him!	6	1325	00:47:21a
	These are all of your fucking charges right here!	9	1326	00:47:24a
	The IRS, they allow for T&A.	6	1327	00:47:24b
	It's fine.	2	1328	00:47:26a
	T&E! T&E!	2	1329	00:47:29a
	Yeah. I said T&E.	4	1330	00:47:30a
	No, no.	2	1331	00:47:30b
	You said T&A.	3	1332	00:47:30c
	No, I didn't.	3	1333	00:47:31a
	Yeah, you did.	3	1334	00:47:32a
	When did I say that?	5	1335	00:47:34a
	You said T&A.	3	1336	00:47:34b
	It's T&E.	2	1337	00:47:35a
	I know you're upset about the dinner,	7	1338	00:47:36a
	and that makes sense because we did spend too much money.	11	1339	00:47:38a
	But I said T&E.	4	1340	00:47:40a
	Don't tell me what you said.	6	1341	00:47:40b
	I heard what you said.	5	1342	00:47:42a
	Dad. He said T&A.	4	1343	00:47:42b
	He did?	2	1344	00:47:44a
	Absolutely, no question.	3	1345	00:47:45a
	I'm trying to...	3	1346	00:47:46a
	I'm getting this close!	4	1347	00:47:48a
	Dad, relax.	2	1348	00:47:48b
	I'm getting this close.	4	1349	00:47:49a
	That's what I'm saying.	4	1350	00:47:49b
	I want you to open up more, Max.	8	1351	00:47:51a
	He's gonna fucking kill you.	5	1352	00:47:52a
	Why do you hold it in?	6	1353	00:47:52b
	Why do you...	3	1354	00:47:54a
	Max, why do you hold it in?	7	1355	00:47:56a
	That's it.	2	1356	00:47:56b
	Get the fuck out of here!	6	1357	00:47:58a
	No, no, no!	3	1358	00:47:59a
	Asshole, get out of here.	5	1359	00:48:00a
	What kind of hooker takes credit cards?	7	1360	00:48:02a
	A rich one.	3	1361	00:48:04a
	At Stratton, there were three kinds of hookers.	8	1362	00:48:06a
	The Blue Chips, top of the line,	7	1363	00:48:06b
	model material.	2	1364	00:48:08a
	They cost between $300 and $500 and you had to wear a condom unless you gave them a hefty tip,	20	1365	00:48:10a
	which, of course, I always did.	6	1366	00:48:14a
	Then came the NASDAQs, who were pretty,	7	1367	00:48:14b
	not great.	2	1368	00:48:18a
	They cost between 200 and 300 bucks.	7	1369	00:48:21a
	Finally, there were the Pink Sheets.	6	1370	00:48:21b
	Skanks.	1	1371	00:48:23a
	They cost about 100 or less.	6	1372	00:48:23b
	If you didn't wear a condom,	6	1373	00:48:26a
	you'd have to get a penicillin shot the next day and pray your dick didn't fall off.	17	1374	00:48:30a
	Not that we didn't fuck them, too.	7	1375	00:48:32a
	Believe me, we did.	4	1376	00:48:34a
	Ow! It's that slipped disk thing again.	7	1377	00:48:37a
	I know what it is.	5	1378	00:48:37b
	You know, too much...	4	1379	00:48:40a
	...with EJ Entertainment.	3	1380	00:48:41a
	Pops. How are things at home?	6	1381	00:48:44a
	Well, not the best.	4	1382	00:48:46a
	She just doesn't...	3	1383	00:48:46b
	You know what I'm saying?	5	1384	00:48:48a
	It's like the smell...	4	1385	00:48:50a
	There's a smell, there's an attraction thing.	7	1386	00:48:51a
	After a while it kind of fades away a little bit.	11	1387	00:48:54a
	Yeah, well.	2	1388	00:48:54b
	It's supposed to fade away.	5	1389	00:48:56a
	Supposed to?	2	1390	00:48:56b
	That's marriage.	2	1391	00:48:56c
	You know...	2	1392	00:48:58a
	Your mother and I, we've been married a long,	9	1393	00:48:58b
	long time.	2	1394	00:49:00a
	What do you think?	4	1395	00:49:00b
	We're...	1	1396	00:49:02a
	We're jumping into bed every two minutes?	7	1397	00:49:04a
	It doesn't work that way.	5	1398	00:49:04b
	I love her to death.	5	1399	00:49:05a
	I want to stay married, Dad, but...	7	1400	00:49:07a
	It's crazy out there.	4	1401	00:49:09a
	Some of these girls...	4	1402	00:49:09b
	You should see them.	4	1403	00:49:10a
	Oh, my God!	3	1404	00:49:12a
	They're fucking...	2	1405	00:49:13a
	The things they're doing now, Pops.	6	1406	00:49:15a
	I mean...	2	1407	00:49:15b
	I mean, it's on a whole other level.	8	1408	00:49:18a
	Really?	1	1409	00:49:18b
	And they're all shaved, too.	5	1410	00:49:19a
	Get out of here!	4	1411	00:49:19b
	All shaven.	2	1412	00:49:21a
	Are you kidding me?	4	1413	00:49:21b
	Yeah. Bald as a china doll.	6	1414	00:49:22a
	No bush?	2	1415	00:49:24a
	No bush.	2	1416	00:49:24b
	Oh, my God!	3	1417	00:49:27a
	All of a sudden, one week,	6	1418	00:49:27b
	nobody had anything down there anymore.	6	1419	00:49:30a
	It's a new world.	4	1420	00:49:32a
	They're bald from the eyebrows down.	6	1421	00:49:34a
	Wow. Nothing.	2	1422	00:49:35a
	Not a stitch.	3	1423	00:49:35b
	It's like lasers.	3	1424	00:49:36a
	Wow. A new world.	4	1425	00:49:38a
	I was born too...	4	1426	00:49:38b
	Too early.	2	1427	00:49:41a
	I've never been a fan of the bush,	8	1428	00:49:41b
	to be honest.	3	1429	00:49:43a
	Really?	1	1430	00:49:43b
	Yeah. I don't mind it.	5	1431	00:49:46a
	Dad. I don't want you stressing out about any of this.	11	1432	00:49:50a
	How can I not get stressed out?	7	1433	00:49:51a
	Look at the knuckleheads you got working for you.	9	1434	00:49:52a
	I know they're knuckleheads but I need them to want to live like me,	14	1435	00:49:54a
	you get it?	3	1436	00:49:56a
	To live like me.	4	1437	00:49:58a
	Jordy.	1	1438	00:49:59a
	One of these days, the chickens are gonna come home to roost.	12	1439	00:50:05a
	You're looking at me like I'm crazy.	7	1440	00:50:07a
	Crazy?	1	1441	00:50:07b
	This is obscene.	3	1442	00:50:10a
	It was obscene.	3	1443	00:50:12a
	In the normal world.	4	1444	00:50:14a
	But who the fuck wanted to live there?	8	1445	00:50:16a
	Go party your fucking cocks off!	6	1446	00:50:21a
	We are about to become fucking legends on Wall Street!	10	1447	00:50:29a
	We got plans up here that's gonna take this company into the fucking stratosphere!	14	1448	00:50:37a
	Wolfie!	1	1449	00:50:39a
	Wolfie!	1	1450	00:50:45a
	Fuck Merrill Lynch.	3	1451	00:50:45b
	Fuck them.	2	1452	00:50:47a
	Why should they be taking all our fucking money all the fucking time?	13	1453	00:50:49a
	This way we become the underwriters.	6	1454	00:50:51a
	It was our next big move.	6	1455	00:50:52a
	Finding companies to take public.	5	1456	00:50:52b
	IPOs. It was the only way these Wall Street pricks would ever stop thinking of us as some shitkicker	19	1457	00:50:58a
	bucket shop.	2	1458	00:51:02a
	We got Arncliffe	3	1459	00:51:02b
	International.	1	1460	00:51:03a
	See, we were a little different.	6	1461	00:51:04a
	We liked to get as fucked up as possible during our business powwows in order to stimulate our	18	1462	00:51:08a
	free-flowing ideas, which is why we were popping these ludes like they were M&M's.	14	1463	00:51:14a
	Steve Madden.	2	1464	00:51:17a
	We own the fucking companies...	5	1465	00:51:19a
	We own the companies...	4	1466	00:51:20a
	Don't know what a lude is?	6	1467	00:51:20b
	I'll tell you.	3	1468	00:51:23a
	Oh, wait.	2	1469	00:51:23b
	Wait, wait, wait, wait.	4	1470	00:51:25a
	Looks like those ludes are working their magic on Donnie right now.	12	1471	00:51:30a
	The Quaalude, or lude, as it is commonly referred to,	10	1472	00:52:07a
	was first synthesized in 1951 by an	7	1473	00:52:10a
	Indian doctor, that's dots,	4	1474	00:52:10b
	not feathers, as a sedative,	5	1475	00:52:14a
	and was prescribed to stressed-out housewives with sleep disorders.	9	1476	00:52:19a
	But pretty soon someone figured out that if you resisted the urge to sleep for just 15 minutes,	18	1477	00:52:21a
	you got a pretty kick-ass high from it.	8	1478	00:52:27a
	Didn't take long for people to start abusing ludes,	9	1479	00:52:27b
	of course.	2	1480	00:52:31a
	And in 1982, the U.S. government Schedule 1'd them.	9	1481	00:52:35a
	Along with the rest of the world.	7	1482	00:52:37a
	Which meant there was only a finite amount of these things left.	12	1483	00:52:40a
	No shit, you can't even buy 'em anymore.	8	1484	00:52:43a
	You people are all shit out of luck.	8	1485	00:52:46a
	What are you saying?	4	1486	00:52:46b
	What is it?	3	1487	00:52:47a
	Steve Madden.	2	1488	00:52:49a
	Steve Madden.	2	1489	00:52:51a
	Steve.	1	1490	00:52:52a
	Steve.	1	1491	00:52:53a
	You remember those ads?	4	1492	00:52:55a
	Those giant-headed girls with the bug eyes wearing those big clunky shoes?	12	1493	00:53:00a
	My friend from school, Steve Madden.	6	1494	00:53:01a
	His friend from school, Steve Madden.	6	1495	00:53:03a
	Steve Madden was the name in women's shoes at the moment.	11	1496	00:53:06a
	And all of Wall Street was begging to take his company public.	12	1497	00:53:10a
	Go ahead, go ahead, what is it?	7	1498	00:53:11a
	Except, guess who grew up with him?	7	1499	00:53:12a
	Women's shoes.	2	1500	00:53:12b
	Women's shoes.	2	1501	00:53:14a
	My very own Vice President.	5	1502	00:53:17a
	Women's shoes!	2	1503	00:53:17b
	Diamond Donnie Azoff.	3	1504	00:53:21a
	Steve Madden.	2	1505	00:53:21b
	Steve.	1	1506	00:53:23a
	Steve.	1	1507	00:53:25a
	Hey, JB, JB, JB, JB.	5	1508	00:53:26a
	You gotta come check this fucking chick out.	8	1509	00:53:27a
	Look at this.	3	1510	00:53:27b
	Look. I would fuck that girl if she was my sister.	11	1511	00:53:37a
	I would let that girl give me fucking AIDS.	9	1512	00:53:40a
	You want to see the Wolf handle this?	8	1513	00:53:44a
	She's hot.	2	1514	00:53:46a
	Cristy.	1	1515	00:53:53a
	Jordan, this is my friend Naomi.	6	1516	00:53:54a
	Hi. Nice to meet you.	5	1517	00:53:56a
	Naomi.	1	1518	00:53:57a
	Naomi, nice to meet you.	5	1519	00:53:59a
	You got an awesome place here.	6	1520	00:54:01a
	I've don't think I've ever been in a house this big before.	12	1521	00:54:03a
	Oh, really?	2	1522	00:54:03b
	Yeah. Beautiful beach out there.	5	1523	00:54:06a
	Blair Hollingsworth.	2	1524	00:54:08a
	Hi, Blair.	2	1525	00:54:08b
	Nice to meet you.	4	1526	00:54:09a
	Your name's Blair, right?	4	1527	00:54:09b
	Yeah. You like to Jet Ski?	6	1528	00:54:13a
	I've never done it before.	5	1529	00:54:14a
	You've never Jet Ski'd in your life?	7	1530	00:54:14b
	No, I've never Jet Ski'd.	5	1531	00:54:16a
	You've never been on a Jet Ski?	7	1532	00:54:17a
	How many times are you gonna ask her?	8	1533	00:54:19a
	She's never been on a Jet Ski.	7	1534	00:54:21a
	I don't know.	3	1535	00:54:21b
	Might ask her a couple more times.	7	1536	00:54:23a
	Okay. Sure.	2	1537	00:54:23b
	Hi. I'm Hildy.	3	1538	00:54:26a
	Nice to meet you.	4	1539	00:54:28a
	Hi. Jordan, Teresa needs your help.	6	1540	00:54:31a
	Yeah, I'll be out in a couple of minutes.	9	1541	00:54:32a
	Just tell her I'll be out in a couple of minutes.	11	1542	00:54:33a
	Why don't you tell your wife that?	7	1543	00:54:35a
	I might do that, but I'm having a conversation right now.	11	1544	00:54:37a
	What am I, your secretary?	5	1545	00:54:38a
	You know what, I think we should get going.	9	1546	00:54:40a
	Wait, wait.	2	1547	00:54:40b
	Where you guys going?	4	1548	00:54:41a
	We gotta go.	3	1549	00:54:41b
	We got two other parties to go to.	8	1550	00:54:43a
	We can stay for a drink.	6	1551	00:54:43b
	Yeah, stay for a drink.	5	1552	00:54:44a
	No. We got two other parties we're supposed to get to.	11	1553	00:54:47a
	But we can stay for a drink...	7	1554	00:54:48a
	She's perfect.	2	1555	00:54:51a
	You like champagne?	3	1556	00:54:51b
	I do. She's perfect.	4	1557	00:54:54a
	Donnie, what the fuck are you doing?	7	1558	00:54:55a
	You piece of...	3	1559	00:54:55b
	Oh! You're gonna have to excuse my friend.	8	1560	00:55:05a
	He gets...	2	1561	00:55:07a
	Get the fuck out!	4	1562	00:55:09a
	Jordan, you gotta fuck her, bro.	6	1563	00:55:09b
